t, Settling element (1)_Coagulant:concentration, t, Settling element (1)_Coagulant:external_mass_flow_timeseries, t, Settling element (1)_Coagulant:external_source, t, Settling element (1)_Coagulant:inflow_concentration, t, Settling element (1)_Coagulant:inflow_loading, t, Settling element (1)_Coagulant:mass, t, Settling element (1)_Settled_Particles:concentration, t, Settling element (1)_Settled_Particles:external_mass_flow_timeseries, t, Settling element (1)_Settled_Particles:external_source, t, Settling element (1)_Settled_Particles:mass, t, Settling element (1)_Solids:concentration, t, Settling element (1)_Solids:external_mass_flow_timeseries, t, Settling element (1)_Solids:external_source, t, Settling element (1)_Solids:inflow_concentration, t, Settling element (1)_Solids:inflow_loading, t, Settling element (1)_Solids:mass, t, Settling element (1)_Storage, t, Settling element (1)_inflow, t, fixed_head (1)_Coagulant:concentration, t, fixed_head (1)_Coagulant:external_mass_flow_timeseries, t, fixed_head (1)_Coagulant:external_source, t, fixed_head (1)_Coagulant:inflow_concentration, t, fixed_head (1)_Coagulant:inflow_loading, t, fixed_head (1)_Coagulant:mass, t, fixed_head (1)_Settled_Particles:concentration, t, fixed_head (1)_Settled_Particles:external_mass_flow_timeseries, t, fixed_head (1)_Settled_Particles:external_source, t, fixed_head (1)_Settled_Particles:mass, t, fixed_head (1)_Solids:concentration, t, fixed_head (1)_Solids:external_mass_flow_timeseries, t, fixed_head (1)_Solids:external_source, t, fixed_head (1)_Solids:inflow_concentration, t, fixed_head (1)_Solids:inflow_loading, t, fixed_head (1)_Solids:mass, t, fixed_head (1)_Storage, t, fixed_head (1)_head, t, Reactor (1)_Coagulant:concentration, t, Reactor (1)_Coagulant:external_mass_flow_timeseries, t, Reactor (1)_Coagulant:external_source, t, Reactor (1)_Coagulant:inflow_concentration, t, Reactor (1)_Coagulant:inflow_loading, t, Reactor (1)_Coagulant:mass, t, Reactor (1)_Settled_Particles:concentration, t, Reactor (1)_Settled_Particles:external_mass_flow_timeseries, t, Reactor (1)_Settled_Particles:external_source, t, Reactor (1)_Settled_Particles:mass, t, Reactor (1)_Solids:concentration, t, Reactor (1)_Solids:external_mass_flow_timeseries, t, Reactor (1)_Solids:external_source, t, Reactor (1)_Solids:inflow_concentration, t, Reactor (1)_Solids:inflow_loading, t, Reactor (1)_Solids:mass, t, Reactor (1)_Storage, t, Reactor (1)_inflow, t, Reactor (1) - Settling element (1)_Coagulant:advective_masstransfer, t, Reactor (1) - Settling element (1)_Coagulant:diffusive_masstransfer, t, Reactor (1) - Settling element (1)_Coagulant:masstransfer, t, Reactor (1) - Settling element (1)_Solids:advective_masstransfer, t, Reactor (1) - Settling element (1)_Solids:diffusive_masstransfer, t, Reactor (1) - Settling element (1)_Solids:masstransfer, t, Reactor (1) - Settling element (1)_flow, t, Settling element (1) - fixed_head (1)_Coagulant:advective_masstransfer, t, Settling element (1) - fixed_head (1)_Coagulant:diffusive_masstransfer, t, Settling element (1) - fixed_head (1)_Coagulant:masstransfer, t, Settling element (1) - fixed_head (1)_Solids:advective_masstransfer, t, Settling element (1) - fixed_head (1)_Solids:diffusive_masstransfer, t, Settling element (1) - fixed_head (1)_Solids:masstransfer, t, Settling element (1) - fixed_head (1)_flow, t, Settling_rate_coeff_temperature, t, Settling_rate_coeff_value, t, Ks_temperature, t, Ks_value, 
1.810000, 6.270660e-01,1.810000, 7.835475e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 1.254133e+01,1.810000, 1.299501e+01,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 2.599003e+02,1.810000, 5.134458e-01,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 1.026892e+01,1.810000, 2.000000e+01,1.810000, 0.000000e+00,1.810000, 7.391015e-05,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 7.392213e+00,1.810000, 2.441488e-07,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 2.441884e-02,1.810000, 2.581193e-04,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 2.581611e+01,1.810000, 1.000162e+05,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 5.824199e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 9.663020e+00,1.810000, 8.426666e+01,1.810000, 5.824317e-01,1.810000, 9.999204e-02,1.810000, 8.720530e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 0.000000e+00,1.810000, 5.079012e+01,1.810000, 0.000000e+00,1.810000, 5.079012e+01,1.810000, 8.720534e+00,1.810000, 5.468351e+00,1.810000, 0.000000e+00,1.810000, 5.468351e+00,1.810000, 4.477521e+00,1.810000, 0.000000e+00,1.810000, 4.477521e+00,1.810000, 8.720534e+00,1.810000, 0.000000e+00,1.810000, 1.000000e+01,1.810000, 0.000000e+00,1.810000, 5.000000e-01,
1.820000, 6.284685e-01,1.820000, 8.027627e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 1.256938e+01,1.820000, 1.302323e+01,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 2.604646e+02,1.820000, 5.105391e-01,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 1.021079e+01,1.820000, 2.000000e+01,1.820000, 0.000000e+00,1.820000, 7.445930e-05,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 7.447144e+00,1.820000, 2.480447e-07,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 2.480851e-02,1.820000, 2.585563e-04,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 2.585984e+01,1.820000, 1.000163e+05,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 6.025241e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 1.005600e+01,1.820000, 8.769365e+01,1.820000, 6.025360e-01,1.820000, 9.999199e-02,1.820000, 8.720530e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 0.000000e+00,1.820000, 5.254332e+01,1.820000, 0.000000e+00,1.820000, 5.254332e+01,1.820000, 8.720534e+00,1.820000, 5.480581e+00,1.820000, 0.000000e+00,1.820000, 5.480581e+00,1.820000, 4.452174e+00,1.820000, 0.000000e+00,1.820000, 4.452174e+00,1.820000, 8.720534e+00,1.820000, 0.000000e+00,1.820000, 1.000000e+01,1.820000, 0.000000e+00,1.820000, 5.000000e-01,
1.830000, 6.298710e-01,1.830000, 8.219780e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 1.259743e+01,1.830000, 1.305144e+01,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 2.610289e+02,1.830000, 5.076325e-01,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 1.015266e+01,1.830000, 2.000000e+01,1.830000, 0.000000e+00,1.830000, 7.500846e-05,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 7.502074e+00,1.830000, 2.519406e-07,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 2.519819e-02,1.830000, 2.589932e-04,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 2.590357e+01,1.830000, 1.000164e+05,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 6.226283e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 1.044898e+01,1.830000, 9.112064e+01,1.830000, 6.226404e-01,1.830000, 9.999195e-02,1.830000, 8.720530e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 0.000000e+00,1.830000, 5.429651e+01,1.830000, 0.000000e+00,1.830000, 5.429651e+01,1.830000, 8.720534e+00,1.830000, 5.492811e+00,1.830000, 0.000000e+00,1.830000, 5.492811e+00,1.830000, 4.426827e+00,1.830000, 0.000000e+00,1.830000, 4.426827e+00,1.830000, 8.720534e+00,1.830000, 0.000000e+00,1.830000, 1.000000e+01,1.830000, 0.000000e+00,1.830000, 5.000000e-01,
1.840000, 6.316611e-01,1.840000, 8.470976e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 1.263323e+01,1.840000, 1.308039e+01,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 2.616078e+02,1.840000, 5.085412e-01,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 1.017083e+01,1.840000, 2.000000e+01,1.840000, 0.000000e+00,1.840000, 7.556267e-05,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 7.557512e+00,1.840000, 2.559360e-07,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 2.559782e-02,1.840000, 2.594397e-04,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 2.594824e+01,1.840000, 1.000165e+05,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 6.527041e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 1.100112e+01,1.840000, 9.593556e+01,1.840000, 6.527165e-01,1.840000, 9.999191e-02,1.840000, 8.720530e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 0.000000e+00,1.840000, 5.691929e+01,1.840000, 0.000000e+00,1.840000, 5.691929e+01,1.840000, 8.720534e+00,1.840000, 5.508423e+00,1.840000, 0.000000e+00,1.840000, 5.508423e+00,1.840000, 4.434751e+00,1.840000, 0.000000e+00,1.840000, 4.434751e+00,1.840000, 8.720534e+00,1.840000, 0.000000e+00,1.840000, 1.000000e+01,1.840000, 0.000000e+00,1.840000, 5.000000e-01,
1.850000, 6.337643e-01,1.850000, 8.769843e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 1.267529e+01,1.850000, 1.310993e+01,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 2.621985e+02,1.850000, 5.125301e-01,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 1.025061e+01,1.850000, 2.000000e+01,1.850000, 0.000000e+00,1.850000, 7.612097e-05,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 7.613358e+00,1.850000, 2.600118e-07,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 2.600548e-02,1.850000, 2.598938e-04,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 2.599368e+01,1.850000, 1.000166e+05,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 6.908306e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 1.168175e+01,1.850000, 1.018711e+02,1.850000, 6.908434e-01,1.850000, 9.999186e-02,1.850000, 8.720530e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 0.000000e+00,1.850000, 6.024412e+01,1.850000, 0.000000e+00,1.850000, 6.024412e+01,1.850000, 8.720534e+00,1.850000, 5.526764e+00,1.850000, 0.000000e+00,1.850000, 5.526764e+00,1.850000, 4.469537e+00,1.850000, 0.000000e+00,1.850000, 4.469537e+00,1.850000, 8.720534e+00,1.850000, 0.000000e+00,1.850000, 1.000000e+01,1.850000, 0.000000e+00,1.850000, 5.000000e-01,
1.860000, 6.358675e-01,1.860000, 9.068710e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 1.271736e+01,1.860000, 1.313946e+01,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 2.627892e+02,1.860000, 5.165191e-01,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 1.033039e+01,1.860000, 2.000000e+01,1.860000, 0.000000e+00,1.860000, 7.667927e-05,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 7.669204e+00,1.860000, 2.640875e-07,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 2.641315e-02,1.860000, 2.603479e-04,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 2.603912e+01,1.860000, 1.000166e+05,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 7.289572e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 1.236239e+01,1.860000, 1.078066e+02,1.860000, 7.289703e-01,1.860000, 9.999182e-02,1.860000, 8.720530e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 0.000000e+00,1.860000, 6.356896e+01,1.860000, 0.000000e+00,1.860000, 6.356896e+01,1.860000, 8.720534e+00,1.860000, 5.545105e+00,1.860000, 0.000000e+00,1.860000, 5.545105e+00,1.860000, 4.504322e+00,1.860000, 0.000000e+00,1.860000, 4.504322e+00,1.860000, 8.720534e+00,1.860000, 0.000000e+00,1.860000, 1.000000e+01,1.860000, 0.000000e+00,1.860000, 5.000000e-01,
1.870000, 6.379707e-01,1.870000, 9.367577e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 1.275942e+01,1.870000, 1.316900e+01,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 2.633799e+02,1.870000, 5.205080e-01,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 1.041017e+01,1.870000, 2.000000e+01,1.870000, 0.000000e+00,1.870000, 7.723757e-05,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 7.725050e+00,1.870000, 2.681633e-07,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 2.682081e-02,1.870000, 2.608020e-04,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 2.608456e+01,1.870000, 1.000167e+05,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 7.670837e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 1.304302e+01,1.870000, 1.137420e+02,1.870000, 7.670972e-01,1.870000, 9.999178e-02,1.870000, 8.720530e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 0.000000e+00,1.870000, 6.689379e+01,1.870000, 0.000000e+00,1.870000, 6.689379e+01,1.870000, 8.720534e+00,1.870000, 5.563446e+00,1.870000, 0.000000e+00,1.870000, 5.563446e+00,1.870000, 4.539108e+00,1.870000, 0.000000e+00,1.870000, 4.539108e+00,1.870000, 8.720534e+00,1.870000, 0.000000e+00,1.870000, 1.000000e+01,1.870000, 0.000000e+00,1.870000, 5.000000e-01,
1.880000, 6.400739e-01,1.880000, 9.666444e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 1.280149e+01,1.880000, 1.319853e+01,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 2.639707e+02,1.880000, 5.244970e-01,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 1.048995e+01,1.880000, 2.000000e+01,1.880000, 0.000000e+00,1.880000, 7.779588e-05,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 7.780896e+00,1.880000, 2.722390e-07,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 2.722848e-02,1.880000, 2.612561e-04,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 2.613000e+01,1.880000, 1.000168e+05,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 8.052102e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 1.372365e+01,1.880000, 1.196775e+02,1.880000, 8.052241e-01,1.880000, 9.999174e-02,1.880000, 8.720530e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 0.000000e+00,1.880000, 7.021863e+01,1.880000, 0.000000e+00,1.880000, 7.021863e+01,1.880000, 8.720534e+00,1.880000, 5.581787e+00,1.880000, 0.000000e+00,1.880000, 5.581787e+00,1.880000, 4.573894e+00,1.880000, 0.000000e+00,1.880000, 4.573894e+00,1.880000, 8.720534e+00,1.880000, 0.000000e+00,1.880000, 1.000000e+01,1.880000, 0.000000e+00,1.880000, 5.000000e-01,
1.890000, 6.423941e-01,1.890000, 9.898549e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 1.284789e+01,1.890000, 1.322969e+01,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 2.645938e+02,1.890000, 5.314768e-01,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 1.062954e+01,1.890000, 2.000000e+01,1.890000, 0.000000e+00,1.890000, 7.836038e-05,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 7.837362e+00,1.890000, 2.764208e-07,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 2.764675e-02,1.890000, 2.617329e-04,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 2.617771e+01,1.890000, 1.000169e+05,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 8.438640e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 1.426377e+01,1.890000, 1.243876e+02,1.890000, 8.438782e-01,1.890000, 9.999169e-02,1.890000, 8.720530e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 0.000000e+00,1.890000, 7.358945e+01,1.890000, 0.000000e+00,1.890000, 7.358945e+01,1.890000, 8.720534e+00,1.890000, 5.602020e+00,1.890000, 0.000000e+00,1.890000, 5.602020e+00,1.890000, 4.634761e+00,1.890000, 0.000000e+00,1.890000, 4.634761e+00,1.890000, 8.720534e+00,1.890000, 0.000000e+00,1.890000, 1.000000e+01,1.890000, 0.000000e+00,1.890000, 5.000000e-01,
1.900000, 6.448894e-01,1.900000, 1.007675e+01,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 1.289780e+01,1.900000, 1.326215e+01,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 2.652430e+02,1.900000, 5.408712e-01,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 1.081743e+01,1.900000, 2.000000e+01,1.900000, 0.000000e+00,1.900000, 7.892988e-05,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 7.894330e+00,1.900000, 2.806881e-07,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 2.807358e-02,1.900000, 2.622280e-04,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 2.622726e+01,1.900000, 1.000170e+05,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 8.829434e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 1.469043e+01,1.900000, 1.281083e+02,1.900000, 8.829579e-01,1.900000, 9.999165e-02,1.900000, 8.720530e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 0.000000e+00,1.900000, 7.699738e+01,1.900000, 0.000000e+00,1.900000, 7.699738e+01,1.900000, 8.720534e+00,1.900000, 5.623780e+00,1.900000, 0.000000e+00,1.900000, 5.623780e+00,1.900000, 4.716686e+00,1.900000, 0.000000e+00,1.900000, 4.716686e+00,1.900000, 8.720534e+00,1.900000, 0.000000e+00,1.900000, 1.000000e+01,1.900000, 0.000000e+00,1.900000, 5.000000e-01,
1.910000, 6.473848e-01,1.910000, 1.025496e+01,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 1.294770e+01,1.910000, 1.329462e+01,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 2.658923e+02,1.910000, 5.502657e-01,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 1.100532e+01,1.910000, 2.000000e+01,1.910000, 0.000000e+00,1.910000, 7.949939e-05,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 7.951297e+00,1.910000, 2.849554e-07,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 2.850041e-02,1.910000, 2.627231e-04,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 2.627680e+01,1.910000, 1.000171e+05,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 9.220228e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 1.511709e+01,1.910000, 1.318291e+02,1.910000, 9.220375e-01,1.910000, 9.999161e-02,1.910000, 8.720530e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 0.000000e+00,1.910000, 8.040531e+01,1.910000, 0.000000e+00,1.910000, 8.040531e+01,1.910000, 8.720534e+00,1.910000, 5.645541e+00,1.910000, 0.000000e+00,1.910000, 5.645541e+00,1.910000, 4.798611e+00,1.910000, 0.000000e+00,1.910000, 4.798611e+00,1.910000, 8.720534e+00,1.910000, 0.000000e+00,1.910000, 1.000000e+01,1.910000, 0.000000e+00,1.910000, 5.000000e-01,
1.920000, 6.498801e-01,1.920000, 1.043316e+01,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 1.299761e+01,1.920000, 1.332708e+01,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 2.665416e+02,1.920000, 5.596601e-01,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 1.119321e+01,1.920000, 2.000000e+01,1.920000, 0.000000e+00,1.920000, 8.006890e-05,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 8.008264e+00,1.920000, 2.892228e-07,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 2.892724e-02,1.920000, 2.632182e-04,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 2.632634e+01,1.920000, 1.000172e+05,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 9.611022e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 1.554375e+01,1.920000, 1.355498e+02,1.920000, 9.611172e-01,1.920000, 9.999157e-02,1.920000, 8.720530e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 0.000000e+00,1.920000, 8.381325e+01,1.920000, 0.000000e+00,1.920000, 8.381325e+01,1.920000, 8.720534e+00,1.920000, 5.667302e+00,1.920000, 0.000000e+00,1.920000, 5.667302e+00,1.920000, 4.880535e+00,1.920000, 0.000000e+00,1.920000, 4.880535e+00,1.920000, 8.720534e+00,1.920000, 0.000000e+00,1.920000, 1.000000e+01,1.920000, 0.000000e+00,1.920000, 5.000000e-01,
