t, Data (0), t, Data (1), t, Data (2), t, Data (3), t, Data (4), t, Data (5), t, Data (6), t, Data (7), t, Data (8), t, Data (9), t, Data (10), t, Data (11), t, Data (12), t, Data (13), t, Data (14), t, Data (15), t, Data (16), t, Data (17), t, Data (18), t, Data (19), t, Data (20), t, Data (21), t, Data (22), t, Data (23), t, Data (24), t, Data (25), t, Data (26), t, Data (27), t, Data (28), t, Data (29), t, Data (30), t, Data (31), t, Data (32), t, Data (33), t, Data (34), t, Data (35), t, Data (36), t, Data (37), t, Data (38), t, Data (39), t, Data (40), t, Data (41), t, Data (42), t, Data (43), t, Data (44), t, Data (45), t, Data (46), t, Data (47), t, Data (48), t, Data (49), t, Data (50), t, Data (51), t, Data (52), t, Data (53), t, Data (54), t, Data (55), t, Data (56), t, Data (57), t, Data (58), t, Data (59), t, Data (60), t, Data (61), t, Data (62), t, Data (63), t, Data (64), t, Data (65), t, Data (66), t, Data (67), t, Data (68), t, Data (69), t, Data (70), t, Data (71), 
3.000000, 9.141112e-01,3.000000, 1.341335e+01,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 1.828223e+01,3.000000, 2.031277e+01,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 4.062553e+02,3.000000, 1.582786e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 3.165574e+01,3.000000, 2.000000e+01,3.000000, 0.000000e+00,3.000000, 1.535608e-04,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 1.536016e+01,3.000000, 1.087863e-06,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 1.088152e-01,3.000000, 3.619837e-04,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 3.620799e+01,3.000000, 1.000266e+05,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 3.351555e+01,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 2.362793e+01,3.000000, 2.060481e+02,3.000000, 3.351453e+00,3.000000, 9.998694e-02,3.000000, 8.720530e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 0.000000e+00,3.000000, 2.922735e+02,3.000000, 0.000000e+00,3.000000, 2.922735e+02,3.000000, 8.720534e+00,3.000000, 7.971538e+00,3.000000, 0.000000e+00,3.000000, 7.971538e+00,3.000000, 1.380274e+01,3.000000, 0.000000e+00,3.000000, 1.380274e+01,3.000000, 8.720534e+00,3.000000, 0.000000e+00,3.000000, 1.000000e+01,3.000000, 0.000000e+00,3.000000, 5.000000e-01,
3.100000, 9.459524e-01,3.100000, 1.586024e+01,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 1.891906e+01,3.100000, 2.138165e+01,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 4.276331e+02,3.100000, 1.626920e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 3.253842e+01,3.100000, 2.000000e+01,3.100000, 0.000000e+00,3.100000, 1.617173e-04,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 1.617617e+01,3.100000, 1.206719e-06,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 1.207051e-01,3.100000, 3.761579e-04,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 3.762611e+01,3.100000, 1.000274e+05,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 2.474615e+01,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 3.155583e+01,3.100000, 2.751836e+02,3.100000, 2.474529e+00,3.100000, 9.998651e-02,3.100000, 8.720530e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 0.000000e+00,3.100000, 2.157997e+02,3.100000, 0.000000e+00,3.100000, 2.157997e+02,3.100000, 8.720534e+00,3.100000, 8.249211e+00,3.100000, 0.000000e+00,3.100000, 8.249211e+00,3.100000, 1.418762e+01,3.100000, 0.000000e+00,3.100000, 1.418762e+01,3.100000, 8.720534e+00,3.100000, 0.000000e+00,3.100000, 1.000000e+01,3.100000, 0.000000e+00,3.100000, 5.000000e-01,
3.200000, 9.978228e-01,3.200000, 1.926717e+01,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 1.995647e+01,3.200000, 2.245340e+01,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 4.490680e+02,3.200000, 1.651648e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 3.303297e+01,3.200000, 2.000000e+01,3.200000, 0.000000e+00,3.200000, 1.702923e-04,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 1.703405e+01,3.200000, 1.336525e-06,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 1.336904e-01,3.200000, 3.901118e-04,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 3.902222e+01,3.200000, 1.000283e+05,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 3.005545e+01,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 4.331341e+01,3.200000, 3.777158e+02,3.200000, 3.005427e+00,3.200000, 9.998608e-02,3.200000, 8.720530e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 0.000000e+00,3.200000, 2.620996e+02,3.200000, 0.000000e+00,3.200000, 2.620996e+02,3.200000, 8.720534e+00,3.200000, 8.701548e+00,3.200000, 0.000000e+00,3.200000, 8.701548e+00,3.200000, 1.440325e+01,3.200000, 0.000000e+00,3.200000, 1.440325e+01,3.200000, 8.720534e+00,3.200000, 0.000000e+00,3.200000, 1.000000e+01,3.200000, 0.000000e+00,3.200000, 5.000000e-01,
3.300000, 1.049303e+00,3.300000, 2.073755e+01,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 2.098607e+01,3.300000, 2.376078e+01,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 4.752156e+02,3.300000, 2.035992e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 4.071985e+01,3.300000, 2.000000e+01,3.300000, 0.000000e+00,3.300000, 1.793081e-04,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 1.793605e+01,3.300000, 1.478906e-06,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 1.479337e-01,3.300000, 4.068667e-04,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 4.069855e+01,3.300000, 1.000292e+05,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 4.250886e+01,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 4.971084e+01,3.300000, 4.335049e+02,3.300000, 4.250702e+00,3.300000, 9.998566e-02,3.300000, 8.720530e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 0.000000e+00,3.300000, 3.707000e+02,3.300000, 0.000000e+00,3.300000, 3.707000e+02,3.300000, 8.720534e+00,3.300000, 9.150483e+00,3.300000, 0.000000e+00,3.300000, 9.150483e+00,3.300000, 1.775494e+01,3.300000, 0.000000e+00,3.300000, 1.775494e+01,3.300000, 8.720534e+00,3.300000, 0.000000e+00,3.300000, 1.000000e+01,3.300000, 0.000000e+00,3.300000, 5.000000e-01,
3.400000, 1.136563e+00,3.400000, 2.864364e+01,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 2.273128e+01,3.400000, 2.528755e+01,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 5.057510e+02,3.400000, 2.307426e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 4.614855e+01,3.400000, 2.000000e+01,3.400000, 0.000000e+00,3.400000, 1.890052e-04,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 1.890620e+01,3.400000, 1.635821e-06,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 1.636313e-01,3.400000, 4.259873e-04,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 4.261153e+01,3.400000, 1.000301e+05,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 4.774986e+01,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 8.450928e+01,3.400000, 7.369657e+02,3.400000, 4.774758e+00,3.400000, 9.998523e-02,3.400000, 8.720530e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 0.000000e+00,3.400000, 4.164043e+02,3.400000, 0.000000e+00,3.400000, 4.164043e+02,3.400000, 8.720534e+00,3.400000, 9.911440e+00,3.400000, 0.000000e+00,3.400000, 9.911440e+00,3.400000, 2.012199e+01,3.400000, 0.000000e+00,3.400000, 2.012199e+01,3.400000, 8.720534e+00,3.400000, 0.000000e+00,3.400000, 1.000000e+01,3.400000, 0.000000e+00,3.400000, 5.000000e-01,
3.500000, 1.238150e+00,3.500000, 2.915976e+01,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 2.476301e+01,3.500000, 2.740955e+01,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 5.481910e+02,3.500000, 3.261409e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 6.522821e+01,3.500000, 2.000000e+01,3.500000, 0.000000e+00,3.500000, 1.995933e-04,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 1.996551e+01,3.500000, 1.810891e-06,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 1.811452e-01,3.500000, 4.519013e-04,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 4.520411e+01,3.500000, 1.000309e+05,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 8.106789e+01,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 8.720235e+01,3.500000, 7.604507e+02,3.500000, 8.106366e+00,3.500000, 9.998480e-02,3.500000, 8.720530e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 0.000000e+00,3.500000, 7.069553e+02,3.500000, 0.000000e+00,3.500000, 7.069553e+02,3.500000, 8.720534e+00,3.500000, 1.079733e+01,3.500000, 0.000000e+00,3.500000, 1.079733e+01,3.500000, 2.844123e+01,3.500000, 0.000000e+00,3.500000, 2.844123e+01,3.500000, 8.720534e+00,3.500000, 0.000000e+00,3.500000, 1.000000e+01,3.500000, 0.000000e+00,3.500000, 5.000000e-01,
3.600000, 1.305124e+00,3.600000, 2.476058e+01,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 2.610249e+01,3.600000, 3.037081e+01,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 6.074163e+02,3.600000, 4.271492e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 8.542988e+01,3.600000, 2.000000e+01,3.600000, 0.000000e+00,3.600000, 2.108184e-04,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 2.108854e+01,3.600000, 2.009690e-06,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 2.010329e-01,3.600000, 4.875291e-04,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 4.876841e+01,3.600000, 1.000318e+05,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 8.972611e+01,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 6.558110e+01,3.600000, 5.719020e+02,3.600000, 8.972107e+00,3.600000, 9.998437e-02,3.600000, 8.720530e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 0.000000e+00,3.600000, 7.824596e+02,3.600000, 0.000000e+00,3.600000, 7.824596e+02,3.600000, 8.720534e+00,3.600000, 1.138138e+01,3.600000, 0.000000e+00,3.600000, 1.138138e+01,3.600000, 3.724969e+01,3.600000, 0.000000e+00,3.600000, 3.724969e+01,3.600000, 8.720534e+00,3.600000, 0.000000e+00,3.600000, 1.000000e+01,3.600000, 0.000000e+00,3.600000, 5.000000e-01,
3.700000, 1.369022e+00,3.700000, 2.362509e+01,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 2.738045e+01,3.700000, 3.337059e+01,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 6.674118e+02,3.700000, 4.048348e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 8.096700e+01,3.700000, 2.000000e+01,3.700000, 0.000000e+00,3.700000, 2.226124e-04,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 2.226851e+01,3.700000, 2.235293e-06,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 2.236023e-01,3.700000, 5.231084e-04,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 5.232794e+01,3.700000, 1.000327e+05,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 6.629373e+01,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 6.103990e+01,3.700000, 5.323003e+02,3.700000, 6.628971e+00,3.700000, 9.998394e-02,3.700000, 8.720530e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 0.000000e+00,3.700000, 5.781168e+02,3.700000, 0.000000e+00,3.700000, 5.781168e+02,3.700000, 8.720534e+00,3.700000, 1.193860e+01,3.700000, 0.000000e+00,3.700000, 1.193860e+01,3.700000, 3.530376e+01,3.700000, 0.000000e+00,3.700000, 3.530376e+01,3.700000, 8.720534e+00,3.700000, 0.000000e+00,3.700000, 1.000000e+01,3.700000, 0.000000e+00,3.700000, 5.000000e-01,
3.800000, 1.404596e+00,3.800000, 1.896864e+01,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 2.809193e+01,3.800000, 3.625429e+01,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 7.250858e+02,3.800000, 3.849329e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 7.698662e+01,3.800000, 2.000000e+01,3.800000, 0.000000e+00,3.800000, 2.347704e-04,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 2.348492e+01,3.800000, 2.489175e-06,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 2.490010e-01,3.800000, 5.569940e-04,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 5.571809e+01,3.800000, 1.000335e+05,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 6.245725e+01,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 4.227385e+01,3.800000, 3.686504e+02,3.800000, 6.245321e+00,3.800000, 9.998352e-02,3.800000, 8.720530e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 0.000000e+00,3.800000, 5.446606e+02,3.800000, 0.000000e+00,3.800000, 5.446606e+02,3.800000, 8.720534e+00,3.800000, 1.224882e+01,3.800000, 0.000000e+00,3.800000, 1.224882e+01,3.800000, 3.356821e+01,3.800000, 0.000000e+00,3.800000, 3.356821e+01,3.800000, 8.720534e+00,3.800000, 0.000000e+00,3.800000, 1.000000e+01,3.800000, 0.000000e+00,3.800000, 5.000000e-01,
3.900000, 1.449334e+00,3.900000, 2.170780e+01,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 2.898669e+01,3.900000, 3.874824e+01,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 7.749648e+02,3.900000, 3.203925e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 6.407852e+01,3.900000, 2.000000e+01,3.900000, 0.000000e+00,3.900000, 2.473001e-04,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 2.473852e+01,3.900000, 2.771647e-06,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 2.772601e-01,3.900000, 5.860045e-04,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 5.862062e+01,3.900000, 1.000344e+05,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 4.337352e+01,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 5.267928e+01,3.900000, 4.593912e+02,3.900000, 4.337052e+00,3.900000, 9.998309e-02,3.900000, 8.720530e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 0.000000e+00,3.900000, 3.782403e+02,3.900000, 0.000000e+00,3.900000, 3.782403e+02,3.900000, 8.720534e+00,3.900000, 1.263896e+01,3.900000, 0.000000e+00,3.900000, 1.263896e+01,3.900000, 2.793993e+01,3.900000, 0.000000e+00,3.900000, 2.793993e+01,3.900000, 8.720534e+00,3.900000, 0.000000e+00,3.900000, 1.000000e+01,3.900000, 0.000000e+00,3.900000, 5.000000e-01,
4.000000, 1.499723e+00,4.000000, 2.333754e+01,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 2.999448e+01,4.000000, 4.102533e+01,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 8.205066e+02,4.000000, 3.013319e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 6.026641e+01,4.000000, 2.000000e+01,4.000000, 0.000000e+00,4.000000, 2.602599e-04,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 2.603518e+01,4.000000, 3.082876e-06,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 3.083964e-01,4.000000, 6.122154e-04,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 6.124314e+01,4.000000, 1.000353e+05,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 5.211829e+01,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 5.935909e+01,4.000000, 5.176428e+02,4.000000, 5.211446e+00,4.000000, 9.998266e-02,4.000000, 8.720530e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 0.000000e+00,4.000000, 4.544994e+02,4.000000, 0.000000e+00,4.000000, 4.544994e+02,4.000000, 8.720534e+00,4.000000, 1.307839e+01,4.000000, 0.000000e+00,4.000000, 1.307839e+01,4.000000, 2.627775e+01,4.000000, 0.000000e+00,4.000000, 2.627775e+01,4.000000, 8.720534e+00,4.000000, 0.000000e+00,4.000000, 1.000000e+01,4.000000, 0.000000e+00,4.000000, 5.000000e-01,
4.100000, 1.539746e+00,4.100000, 2.035290e+01,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 3.079494e+01,4.100000, 4.332867e+01,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 8.665734e+02,4.100000, 3.079491e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 6.158985e+01,4.100000, 2.000000e+01,4.100000, 0.000000e+00,4.100000, 2.736047e-04,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 2.737037e+01,4.100000, 3.423186e-06,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 3.424424e-01,4.100000, 6.384947e-04,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 6.387256e+01,4.100000, 1.000362e+05,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 5.874233e+01,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 4.737704e+01,4.100000, 4.131529e+02,4.100000, 5.873777e+00,4.100000, 9.998223e-02,4.100000, 8.720530e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 0.000000e+00,4.100000, 5.122645e+02,4.100000, 0.000000e+00,4.100000, 5.122645e+02,4.100000, 8.720534e+00,4.100000, 1.342741e+01,4.100000, 0.000000e+00,4.100000, 1.342741e+01,4.100000, 2.685481e+01,4.100000, 0.000000e+00,4.100000, 2.685481e+01,4.100000, 8.720534e+00,4.100000, 0.000000e+00,4.100000, 1.000000e+01,4.100000, 0.000000e+00,4.100000, 5.000000e-01,
4.200000, 1.569757e+00,4.200000, 2.018213e+01,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 3.139516e+01,4.200000, 4.561091e+01,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 9.122182e+02,4.200000, 2.954224e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 5.908450e+01,4.200000, 2.000000e+01,4.200000, 0.000000e+00,4.200000, 2.872157e-04,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 2.873220e+01,4.200000, 3.795850e-06,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 3.797256e-01,4.200000, 6.643782e-04,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 6.646242e+01,4.200000, 1.000370e+05,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 4.898203e+01,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 4.672504e+01,4.200000, 4.074671e+02,4.200000, 4.897801e+00,4.200000, 9.998180e-02,4.200000, 8.720530e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 0.000000e+00,4.200000, 4.271494e+02,4.200000, 0.000000e+00,4.200000, 4.271494e+02,4.200000, 8.720534e+00,4.200000, 1.368912e+01,4.200000, 0.000000e+00,4.200000, 1.368912e+01,4.200000, 2.576241e+01,4.200000, 0.000000e+00,4.200000, 2.576241e+01,4.200000, 8.720534e+00,4.200000, 0.000000e+00,4.200000, 1.000000e+01,4.200000, 0.000000e+00,4.200000, 5.000000e-01,
